transcript	pN	pS	dN	dS	mk.raw.p.value	mk.odds.ni	dos
rna-XM_031568565.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568563.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568564.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568562.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568560.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568561.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568557.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_031568559.1	8.0	102.0	1.0	4.0	0.339696250390647	0.3137254901960784	0.1272727272727273
rna-XM_012823093.2	19.0	26.0	0.0	0.0	1.0	nan	NA
rna-XM_012823095.2	15.0	22.0	3.0	6.0	1.0	1.3636363636363635	-0.07207207207207211
rna-XM_031569764.1	32.0	29.0	0.0	0.0	1.0	nan	NA
rna-XM_031568714.1	32.0	48.0	0.0	0.0	1.0	nan	NA
rna-XM_031568716.1	12.0	71.0	0.0	0.0	1.0	nan	NA
rna-XM_012825457.2	1.0	15.0	0.0	0.0	1.0	nan	NA
rna-XM_031568599.1	9.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_031568600.1	12.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_031569765.1	7.0	10.0	0.0	1.0	1.0	inf	-0.4117647058823529
rna-XM_031568718.1	27.0	13.0	3.0	2.0	1.0	1.3846153846153846	-0.07500000000000007
rna-XM_031568719.1	27.0	11.0	2.0	2.0	0.575609756097561	2.4545454545454546	-0.21052631578947367
rna-XM_031568717.1	27.0	13.0	3.0	2.0	1.0	1.3846153846153846	-0.07500000000000007
rna-XM_031568720.1	46.0	49.0	0.0	0.0	1.0	nan	NA
rna-XM_031569766.1	21.0	41.0	0.0	2.0	1.0	inf	-0.3387096774193548
rna-XM_031569767.1	17.0	20.0	0.0	0.0	1.0	nan	NA
rna-XM_031568721.1	11.0	9.0	0.0	1.0	0.47619047619047616	inf	-0.55
rna-XM_012825472.2	12.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_012825473.2	12.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031569768.1	69.0	27.0	0.0	1.0	0.28865979381443296	inf	-0.71875
rna-XM_031569769.1	16.0	24.0	0.0	0.0	1.0	nan	NA
rna-XM_031568724.1	35.0	81.0	0.0	0.0	1.0	nan	NA
rna-XM_031568725.1	35.0	82.0	0.0	0.0	1.0	nan	NA
rna-XM_031568723.1	35.0	82.0	0.0	0.0	1.0	nan	NA
rna-XM_031568729.1	27.0	70.0	0.0	0.0	1.0	nan	NA
rna-XM_031568727.1	27.0	70.0	0.0	0.0	1.0	nan	NA
rna-XM_031568726.1	27.0	70.0	0.0	0.0	1.0	nan	NA
rna-XM_012825467.2	20.0	27.0	0.0	0.0	1.0	nan	NA
rna-XM_012825475.2	0.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_012825474.2	0.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_031568730.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031569771.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031569772.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031569773.1	30.0	30.0	0.0	1.0	1.0	inf	-0.5
rna-XM_031568731.1	6.0	23.0	1.0	2.0	0.5362903225806452	0.5217391304347826	0.1264367816091954
rna-XM_031568732.1	5.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_031568733.1	11.0	56.0	0.0	2.0	1.0	inf	-0.16417910447761194
rna-XM_012835344.2	0.0	20.0	0.0	2.0	1.0	nan	0.0
rna-XM_031569774.1	12.0	5.0	1.0	0.0	1.0	0.0	0.2941176470588235
rna-XM_031569775.1	3.0	30.0	0.0	0.0	1.0	nan	NA
rna-XM_012835323.2	7.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_031568734.1	9.0	42.0	2.0	2.0	0.17481051443315593	0.21428571428571427	0.32352941176470584
rna-XM_031568735.1	20.0	23.0	0.0	0.0	1.0	nan	NA
rna-XM_031568737.1	4.0	17.0	0.0	1.0	1.0	inf	-0.19047619047619047
rna-XM_031568736.1	4.0	18.0	0.0	1.0	1.0	inf	-0.18181818181818182
rna-XM_031568738.1	0.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_012824795.2	2.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_012824785.2	5.0	20.0	0.0	0.0	1.0	nan	NA
rna-XM_031568739.1	5.0	20.0	0.0	0.0	1.0	nan	NA
rna-XM_031568740.1	13.0	17.0	0.0	0.0	1.0	nan	NA
rna-XM_031568741.1	5.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_012824786.2	31.0	48.0	0.0	2.0	0.5216049382716049	inf	-0.3924050632911392
rna-XM_031568742.1	8.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_031568743.1	24.0	65.0	1.0	6.0	0.6722955261814851	2.2153846153846155	-0.12680577849117175
rna-XM_012824793.2	10.0	61.0	0.0	2.0	1.0	inf	-0.14084507042253522
rna-XM_031568744.1	10.0	52.0	1.0	3.0	0.5267857142857142	0.5769230769230769	0.08870967741935484
rna-XM_012824790.2	10.0	52.0	1.0	3.0	0.5267857142857142	0.5769230769230769	0.08870967741935484
rna-XM_031569776.1	10.0	0.0	1.0	0.0	1.0	nan	0.0
rna-XM_031569777.1	9.0	6.0	1.0	0.0	1.0	0.0	0.4
rna-XM_031569778.1	14.0	27.0	1.0	1.0	1.0	0.5185185185185185	0.15853658536585363
rna-XM_031569779.1	7.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031568745.1	3.0	5.0	0.0	1.0	1.0	inf	-0.375
rna-XM_012841611.2	2.0	9.0	0.0	2.0	1.0	inf	-0.18181818181818182
rna-XM_012841609.2	5.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_031568746.1	20.0	50.0	0.0	1.0	1.0	inf	-0.2857142857142857
rna-XM_031568748.1	20.0	49.0	0.0	1.0	1.0	inf	-0.2898550724637681
rna-XM_031568747.1	20.0	50.0	0.0	1.0	1.0	inf	-0.2857142857142857
rna-XM_031568751.1	87.0	47.0	0.0	0.0	1.0	nan	NA
rna-XM_031568750.1	76.0	41.0	0.0	0.0	1.0	nan	NA
rna-XM_031568749.1	84.0	45.0	0.0	0.0	1.0	nan	NA
rna-XM_031569780.1	59.0	39.0	0.0	0.0	1.0	nan	NA
rna-XM_031568752.1	79.0	61.0	0.0	0.0	1.0	nan	NA
rna-XM_031569781.1	35.0	45.0	0.0	0.0	1.0	nan	NA
rna-XM_031568753.1	8.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031568754.1	4.0	24.0	5.0	2.0	0.006419789070446665	0.06666666666666667	0.5714285714285714
rna-XM_031568755.1	26.0	32.0	0.0	2.0	0.5005649717514125	inf	-0.4482758620689655
rna-XM_031569782.1	66.0	8.0	1.0	0.0	1.0	0.0	0.10810810810810811
rna-XM_031568756.1	125.0	44.0	0.0	1.0	0.2647058823529411	inf	-0.7396449704142012
rna-XM_012831251.2	36.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_031568763.1	3.0	19.0	0.0	2.0	1.0	inf	-0.13636363636363635
rna-XM_031568760.1	3.0	19.0	0.0	2.0	1.0	inf	-0.13636363636363635
rna-XM_031568762.1	3.0	19.0	0.0	2.0	1.0	inf	-0.13636363636363635
rna-XM_031568761.1	3.0	19.0	0.0	2.0	1.0	inf	-0.13636363636363635
rna-XM_031568759.1	3.0	19.0	0.0	2.0	1.0	inf	-0.13636363636363635
rna-XM_031568757.1	3.0	19.0	0.0	2.0	1.0	inf	-0.13636363636363635
rna-XM_031569783.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031569784.1	2.0	20.0	0.0	0.0	1.0	nan	NA
rna-XM_031568766.1	4.0	36.0	0.0	1.0	1.0	inf	-0.1
rna-XM_031568769.1	4.0	36.0	0.0	1.0	1.0	inf	-0.1
rna-XM_031568764.1	11.0	39.0	0.0	1.0	1.0	inf	-0.22
rna-XM_031568765.1	7.0	36.0	0.0	1.0	1.0	inf	-0.16279069767441862
rna-XM_031568767.1	4.0	36.0	0.0	1.0	1.0	inf	-0.1
rna-XM_031568602.1	17.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031568603.1	81.0	17.0	0.0	0.0	1.0	nan	NA
rna-XM_031568604.1	14.0	23.0	1.0	1.0	1.0	0.6086956521739131	0.1216216216216216
rna-XM_031568605.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031568606.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031568607.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031568608.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031568609.1	2.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031568610.1	2.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031569786.1	57.0	75.0	1.0	0.0	0.4360902255639098	0.0	0.5681818181818181
rna-XM_031568770.1	11.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_012814718.2	11.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_031569787.1	7.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_012814714.2	23.0	40.0	0.0	1.0	1.0	inf	-0.36507936507936506
rna-XM_031568771.1	31.0	36.0	7.0	2.0	0.15292536637334425	0.24603174603174602	0.3150912106135987
rna-XM_012814710.2	26.0	32.0	6.0	2.0	0.14340118218973455	0.2708333333333333	0.3017241379310345
rna-XM_031568774.1	26.0	32.0	6.0	2.0	0.14340118218973455	0.2708333333333333	0.3017241379310345
rna-XM_031568773.1	26.0	32.0	6.0	2.0	0.14340118218973455	0.2708333333333333	0.3017241379310345
rna-XM_031568772.1	26.0	32.0	6.0	2.0	0.14340118218973455	0.2708333333333333	0.3017241379310345
rna-XM_031568775.1	36.0	51.0	0.0	0.0	1.0	nan	NA
rna-XM_031568777.1	1.0	23.0	0.0	1.0	1.0	inf	-0.041666666666666664
rna-XM_031569788.1	6.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_031568780.1	20.0	8.0	1.0	1.0	0.5172413793103448	2.5	-0.2142857142857143
rna-XM_031568778.1	20.0	8.0	1.0	1.0	0.5172413793103448	2.5	-0.2142857142857143
rna-XM_031568779.1	20.0	8.0	1.0	1.0	0.5172413793103448	2.5	-0.2142857142857143
rna-XM_031568781.1	20.0	8.0	1.0	1.0	0.5172413793103448	2.5	-0.2142857142857143
rna-XM_031568783.1	4.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031568784.1	4.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031568782.1	4.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031568785.1	10.0	4.0	2.0	0.0	1.0	0.0	0.2857142857142857
rna-XM_031568787.1	13.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031568791.1	1.0	32.0	0.0	0.0	1.0	nan	NA
rna-XM_012837314.2	13.0	48.0	0.0	0.0	1.0	nan	NA
rna-XM_031568788.1	9.0	37.0	0.0	0.0	1.0	nan	NA
rna-XM_031568789.1	8.0	60.0	0.0	1.0	1.0	inf	-0.11764705882352941
rna-XM_031568790.1	10.0	60.0	0.0	1.0	1.0	inf	-0.14285714285714285
rna-XM_031568611.1	18.0	28.0	0.0	1.0	1.0	inf	-0.391304347826087
rna-XM_012837327.2	0.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_012837319.2	2.0	24.0	4.0	0.0	0.0005473453749315818	0.0	0.9230769230769231
rna-XM_031568794.1	6.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012837322.2	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012837321.2	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031568793.1	1.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_012837330.2	1.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_012837320.2	5.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_031568795.1	17.0	33.0	0.0	0.0	1.0	nan	NA
rna-XM_031568797.1	14.0	26.0	0.0	0.0	1.0	nan	NA
rna-XM_031568796.1	17.0	33.0	0.0	0.0	1.0	nan	NA
rna-XM_012837315.2	4.0	8.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_012837310.2	30.0	27.0	3.0	1.0	0.6175489360071285	0.37037037037037035	0.22368421052631582
rna-XM_031568798.1	26.0	23.0	2.0	0.0	0.4949019607843137	0.0	0.4693877551020408
rna-XM_031568800.1	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_012837324.2	13.0	52.0	0.0	1.0	1.0	inf	-0.2
rna-XM_012837317.2	4.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031568801.1	12.0	46.0	0.0	0.0	1.0	nan	NA
rna-XM_031568802.1	14.0	35.0	0.0	0.0	1.0	nan	NA
rna-XM_012837331.2	0.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031569789.1	19.0	36.0	0.0	1.0	1.0	inf	-0.34545454545454546
rna-XM_031568804.1	36.0	29.0	6.0	3.0	0.7232277111558343	0.6206896551724138	0.11282051282051275
rna-XM_031568803.1	36.0	29.0	6.0	3.0	0.7232277111558343	0.6206896551724138	0.11282051282051275
rna-XM_031568805.1	12.0	15.0	1.0	2.0	1.0	1.6	-0.1111111111111111
rna-XM_012820573.2	14.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_012820572.2	1.0	9.0	1.0	0.0	0.18181818181818182	0.0	0.9
rna-XM_031568806.1	2.0	10.0	1.0	0.0	0.23076923076923073	0.0	0.8333333333333334
rna-XM_031568612.1	2.0	5.0	0.0	1.0	1.0	inf	-0.2857142857142857
rna-XM_031568808.1	78.0	96.0	2.0	0.0	0.2051948051948052	0.0	0.5517241379310345
rna-XM_031568809.1	77.0	96.0	2.0	0.0	0.20236453201970445	0.0	0.5549132947976878
rna-XM_031568812.1	78.0	96.0	2.0	0.0	0.2051948051948052	0.0	0.5517241379310345
rna-XM_031568810.1	78.0	96.0	2.0	0.0	0.2051948051948052	0.0	0.5517241379310345
rna-XM_031568811.1	78.0	95.0	2.0	0.0	0.20755336617405581	0.0	0.5491329479768786
rna-XM_031568807.1	78.0	96.0	2.0	0.0	0.2051948051948052	0.0	0.5517241379310345
rna-XM_031568814.1	78.0	95.0	2.0	0.0	0.20755336617405581	0.0	0.5491329479768786
rna-XM_012820569.2	24.0	31.0	0.0	0.0	1.0	nan	NA
rna-XM_031568816.1	13.0	45.0	0.0	0.0	1.0	nan	NA
rna-XM_031568817.1	12.0	45.0	0.0	0.0	1.0	nan	NA
rna-XM_031568819.1	9.0	32.0	0.0	0.0	1.0	nan	NA
rna-XM_012820577.2	9.0	32.0	0.0	0.0	1.0	nan	NA
rna-XM_031568815.1	44.0	108.0	0.0	0.0	1.0	nan	NA
rna-XM_012820579.2	3.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_031568818.1	10.0	42.0	0.0	0.0	1.0	nan	NA
rna-XM_031568820.1	1.0	30.0	0.0	0.0	1.0	nan	NA
rna-XM_012820565.2	8.0	31.0	0.0	1.0	1.0	inf	-0.20512820512820512
rna-XM_031568822.1	8.0	29.0	0.0	1.0	1.0	inf	-0.21621621621621623
rna-XM_031568823.1	8.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_031568824.1	8.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_031568825.1	8.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_012820580.2	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012820213.2	4.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_012820134.2	2.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_012820153.2	0.0	4.0	0.0	2.0	1.0	nan	0.0
rna-XM_031568828.1	1.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_031568826.1	1.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_031568660.1	0.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_031568829.1	19.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_012820237.2	7.0	27.0	0.0	1.0	1.0	inf	-0.20588235294117646
rna-XM_031568830.1	9.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_012820215.2	0.0	33.0	0.0	1.0	1.0	nan	0.0
rna-XM_031568832.1	15.0	52.0	0.0	0.0	1.0	nan	NA
rna-XM_031568831.1	20.0	52.0	0.0	0.0	1.0	nan	NA
rna-XM_012820074.2	19.0	48.0	0.0	0.0	1.0	nan	NA
rna-XM_031568834.1	6.0	37.0	2.0	3.0	0.18873751389940097	0.24324324324324326	0.26046511627906976
rna-XM_012820181.2	6.0	37.0	2.0	3.0	0.18873751389940097	0.24324324324324326	0.26046511627906976
rna-XM_031568835.1	12.0	42.0	0.0	1.0	1.0	inf	-0.2222222222222222
rna-XM_031568836.1	11.0	40.0	0.0	1.0	1.0	inf	-0.21568627450980393
rna-XM_012820109.2	8.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_031568837.1	16.0	43.0	0.0	1.0	1.0	inf	-0.2711864406779661
rna-XM_031568838.1	9.0	14.0	1.0	1.0	1.0	0.6428571428571429	0.10869565217391303
rna-XM_012820164.2	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_031568840.1	27.0	24.0	0.0	0.0	1.0	nan	NA
rna-XM_031568843.1	27.0	24.0	0.0	0.0	1.0	nan	NA
rna-XM_031568842.1	27.0	24.0	0.0	0.0	1.0	nan	NA
rna-XM_031568841.1	27.0	24.0	0.0	0.0	1.0	nan	NA
rna-XM_012820004.2	26.0	23.0	0.0	0.0	1.0	nan	NA
rna-XM_031569790.1	24.0	32.0	1.0	2.0	1.0	1.5	-0.09523809523809523
rna-XM_012820172.2	3.0	11.0	0.0	1.0	1.0	inf	-0.21428571428571427
rna-XM_031569791.1	5.0	10.0	1.0	0.0	0.375	0.0	0.6666666666666667
rna-XM_031568844.1	6.0	43.0	0.0	2.0	1.0	inf	-0.12244897959183673
rna-XM_031568845.1	6.0	43.0	0.0	2.0	1.0	inf	-0.12244897959183673
rna-XM_031568662.1	7.0	5.0	1.0	0.0	1.0	0.0	0.41666666666666663
rna-XM_012820064.2	4.0	8.0	1.0	0.0	0.38461538461538464	0.0	0.6666666666666667
rna-XM_012820096.2	3.0	34.0	0.0	1.0	1.0	inf	-0.08108108108108109
rna-XM_031568663.1	0.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031568848.1	18.0	56.0	0.0	2.0	1.0	inf	-0.24324324324324326
rna-XM_031568846.1	18.0	56.0	0.0	2.0	1.0	inf	-0.24324324324324326
rna-XM_031569792.1	46.0	38.0	2.0	3.0	0.6583106310881258	1.8157894736842106	-0.14761904761904765
rna-XM_031568849.1	55.0	28.0	1.0	1.0	1.0	1.9642857142857142	-0.16265060240963858
rna-XM_031568664.1	33.0	19.0	0.0	0.0	1.0	nan	NA
rna-XM_031568850.1	12.0	30.0	1.0	0.0	0.3023255813953489	0.0	0.7142857142857143
rna-XM_031568851.1	77.0	78.0	2.0	1.0	1.0	0.4935897435897436	0.16989247311827954
rna-XM_031568852.1	31.0	22.0	0.0	0.0	1.0	nan	NA
rna-XM_012827354.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031569793.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031569794.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031569795.1	14.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031569796.1	72.0	26.0	0.0	0.0	1.0	nan	NA
rna-XM_031568856.1	53.0	25.0	0.0	0.0	1.0	nan	NA
rna-XM_031568857.1	18.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_031568855.1	54.0	23.0	0.0	0.0	1.0	nan	NA
rna-XM_031569798.1	123.0	47.0	0.0	0.0	1.0	nan	NA
rna-XM_031568860.1	38.0	17.0	0.0	0.0	1.0	nan	NA
rna-XM_031568859.1	39.0	15.0	0.0	0.0	1.0	nan	NA
rna-XM_031568854.1	33.0	15.0	0.0	0.0	1.0	nan	NA
rna-XM_031568853.1	35.0	15.0	0.0	0.0	1.0	nan	NA
rna-XM_031569799.1	41.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_031569800.1	35.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_031568861.1	29.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_031568864.1	21.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031568863.1	21.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031568862.1	22.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_031568666.1	68.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031568667.1	70.0	23.0	0.0	0.0	1.0	nan	NA
rna-XM_031568665.1	72.0	22.0	0.0	0.0	1.0	nan	NA
rna-XM_031568670.1	60.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_031568669.1	57.0	20.0	0.0	0.0	1.0	nan	NA
rna-XM_031568865.1	79.0	33.0	0.0	0.0	1.0	nan	NA
rna-XM_031569801.1	69.0	30.0	0.0	0.0	1.0	nan	NA
rna-XM_031569802.1	46.0	25.0	0.0	0.0	1.0	nan	NA
rna-XM_031569803.1	73.0	27.0	0.0	0.0	1.0	nan	NA
rna-XM_031569805.1	77.0	34.0	0.0	0.0	1.0	nan	NA
rna-XM_031568868.1	25.0	29.0	0.0	0.0	1.0	nan	NA
rna-XM_031568873.1	65.0	27.0	0.0	0.0	1.0	nan	NA
rna-XM_031568874.1	44.0	19.0	0.0	0.0	1.0	nan	NA
rna-XM_031568869.1	90.0	32.0	0.0	0.0	1.0	nan	NA
rna-XM_031568872.1	64.0	20.0	0.0	0.0	1.0	nan	NA
rna-XM_031568870.1	92.0	30.0	0.0	0.0	1.0	nan	NA
rna-XM_031568867.1	67.0	32.0	0.0	0.0	1.0	nan	NA
rna-XM_031568671.1	37.0	22.0	0.0	0.0	1.0	nan	NA
rna-XM_012824389.2	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568875.1	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568879.1	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568878.1	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568880.1	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568876.1	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568881.1	18.0	57.0	0.0	1.0	1.0	inf	-0.24
rna-XM_031568882.1	16.0	53.0	0.0	1.0	1.0	inf	-0.2318840579710145
rna-XM_012824359.2	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031568883.1	22.0	38.0	0.0	0.0	1.0	nan	NA
rna-XM_031568885.1	22.0	38.0	0.0	0.0	1.0	nan	NA
rna-XM_031568884.1	20.0	38.0	0.0	0.0	1.0	nan	NA
rna-XM_012824376.2	13.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031568887.1	14.0	17.0	0.0	0.0	1.0	nan	NA
rna-XM_031568888.1	5.0	17.0	1.0	0.0	0.2608695652173913	0.0	0.7727272727272727
rna-XM_031568889.1	5.0	17.0	0.0	0.0	1.0	nan	NA
rna-XM_031568890.1	5.0	17.0	1.0	0.0	0.2608695652173913	0.0	0.7727272727272727
rna-XM_012824385.2	2.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031568891.1	3.0	3.0	1.0	0.0	1.0	0.0	0.5
rna-XM_012824387.2	3.0	3.0	1.0	0.0	1.0	0.0	0.5
rna-XM_012824372.2	1.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031568892.1	1.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031568893.1	1.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031568894.1	12.0	9.0	0.0	1.0	0.4545454545454546	inf	-0.5714285714285714
rna-XM_012824375.2	12.0	9.0	0.0	1.0	0.4545454545454546	inf	-0.5714285714285714
rna-XM_031568896.1	12.0	9.0	0.0	1.0	0.4545454545454546	inf	-0.5714285714285714
rna-XM_012824374.2	12.0	9.0	0.0	1.0	0.4545454545454546	inf	-0.5714285714285714
rna-XM_031569806.1	15.0	44.0	0.0	0.0	1.0	nan	NA
rna-XM_031568897.1	0.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031569807.1	4.0	22.0	1.0	0.0	0.1851851851851852	0.0	0.8461538461538461
rna-XM_031568898.1	6.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031568899.1	6.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031568900.1	5.0	18.0	0.0	0.0	1.0	nan	NA
rna-XM_012824382.2	39.0	16.0	0.0	1.0	0.30357142857142855	inf	-0.7090909090909091
rna-XM_031568901.1	39.0	16.0	0.0	1.0	0.30357142857142855	inf	-0.7090909090909091
rna-XM_012824383.2	23.0	21.0	2.0	2.0	1.0	1.0952380952380953	-0.022727272727272707
rna-XM_031568907.1	10.0	15.0	1.0	0.0	0.4230769230769231	0.0	0.6
rna-XM_012824384.2	8.0	14.0	1.0	0.0	0.3913043478260869	0.0	0.6363636363636364
rna-XM_031568902.1	28.0	101.0	0.0	1.0	1.0	inf	-0.21705426356589147
rna-XM_031568905.1	14.0	32.0	0.0	2.0	1.0	inf	-0.30434782608695654
rna-XM_031568906.1	14.0	32.0	0.0	2.0	1.0	inf	-0.30434782608695654
rna-XM_031568904.1	14.0	32.0	0.0	2.0	1.0	inf	-0.30434782608695654
rna-XM_031568908.1	18.0	60.0	1.0	1.0	0.4208860759493671	0.3	0.2692307692307692
rna-XM_012824380.2	6.0	12.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_031568912.1	24.0	15.0	1.0	2.0	0.5557491289198606	3.2	-0.2820512820512821
rna-XM_031568914.1	9.0	8.0	1.0	0.0	1.0	0.0	0.47058823529411764
rna-XM_031569808.1	10.0	17.0	0.0	3.0	0.5320197044334976	inf	-0.37037037037037035
rna-XM_031568909.1	14.0	17.0	2.0	0.0	0.22727272727272727	0.0	0.5483870967741935
rna-XM_012824370.2	9.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_031568911.1	9.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_031568910.1	9.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_031568916.1	88.0	23.0	0.0	0.0	1.0	nan	NA
rna-XM_031568917.1	81.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031568918.1	81.0	21.0	0.0	0.0	1.0	nan	NA
rna-XM_031568915.1	88.0	23.0	0.0	0.0	1.0	nan	NA
rna-XM_031569809.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031568919.1	14.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_031568920.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031568672.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012834292.2	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012834293.2	4.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_031569810.1	28.0	51.0	0.0	2.0	0.5419753086419753	inf	-0.35443037974683544
rna-XM_012834272.2	11.0	50.0	0.0	0.0	1.0	nan	NA
rna-XM_012834283.2	4.0	13.0	0.0	0.0	1.0	nan	NA
